"Lemma","LemmaSort","POS","PrincipalParts","ShortDefinition"
"ἐκκλείω","εκκλειω","verb","―, ἐκκλεισθήσομαι, ―, ―, ἐκκλεισθήσομαι","shut out from; shut out, exclude from; hinder, prevent; shut off, cut off"
"ἐκκλησία","εκκλησια","noun","ἐκκλησίας","assembly duly summoned; Comitia, ἐ. λοχῖτις φρατρική; the Jewish congregation, De; NT, the Church"
"ἐκκλίνω","εκκλινω","verb","―, ―, ―, ―, ―","bend out of the regular line, bend outwards; dislocate; embezzle; pervert; turn away; avoid, shun"
"ἐκκολυμβάω","εκκολυμβαω","verb","―, ―, ―, ―, ―","plunge into the sea from.."
"ἐκκομίζω","εκκομιζω","verb","―, ―, ―, ―, ―","carry; carry out; throw; carry home; endure to the end; receive"
"ἐκκόπτω","εκκοπτω","verb","ἐκκόψω, ἐκκοπήσομαι, ―, ―, ἐκκοπήσομαι","cut out, knock out; cut; cut off, make an end of; scuttle; beat off, repulse; win; break open; cut out; coin, stamp; marked; hinder, bring to a stop; pause, come to a stop"
"ἐκκρέμαμαι","εκκρεμαμαι","verb","―, ―, ―, ―, ―","hang, be suspended; depend upon"
"ἐκλαλέω","εκλαλεω","verb","―, ―, ―, ―, ―","blurt out, blab, divulge"
"ἐκλάμπω","εκλαμπω","verb","ἐκλάμψω, ―, ―, ―, ―","shine; to be distinguished; flash forth"
"ἐκλανθάνω","εκλανθανω","verb","―, ―, ―, ἐκλέλησμαι, ―","escape notice utterly; make; forget utterly"
"ἐκλέγω","εκλεγω","verb","―, ―, ―, ἐκλέλεγμαι, ―","pick; select, λ<*>/ξειςκαλάς; elect, choose; pull out; levy taxes; declare"
"ἐκλείπω","εκλειπω","verb","ἐκλείψω, ―, ―, ―, ―","leave out, pass over; forsake, desert, abandon, τὰςπατρίδας τὴν ξυμμαχίην; abandon; left; fail; suffer eclipse; die, οἱ ἐκλιπόντες; faint; leave off, cease, τῇ μοι; fail, be wanting; remain, be left; depart; remittent"
"ἐκλεκτός","εκλεκτοσ","adj","ἐκλεκτή, ἐκλεκτόν","picked out, select; choice, pure; chosen of God, elect"
"ἐκλογή","εκλογη","noun","ἐκλογῆς","choice, selection; levying of troops; collection of tribute; election,Ep.Rom; balancing; extract, quotation from a book; choice collection; picked"
"ἐκλύω","εκλυω","verb","―, ἐκλυθήσομαι, ―, ―, ἐκλυθήσομαι","set free, πόνων; unloose, ἐ. τόξα; make an end of, ἐξέλυσας.σκληρᾶςἀοιδοῦ δασμόν; relax; pay in full; purchase; resolve; dissolve; to break up, depart"
"ἐκμάσσω","εκμασσω","verb","―, ―, ―, ―, ―","wipe off, wipe away; wipe dry; mould"
"ἐκμυκτηρίζω","εκμυκτηριζω","verb","―, ―, ―, ―, ―","hold in derision, mock at"
"ἐκνεύω","εκνευω","verb","―, ―, ―, ―, ―","turn the head out of; shun, avoid; fall headlong; motion away"
"ἐκνήφω","εκνηφω","verb","―, ―, ―, ―, ―","sleep off a drunken fit, become sober again; carry off"
"ἑκούσιος","εκουσιοσ","adj","―, ἑκούσιον","voluntary; willing, acting of free will"
"ἑκούσιος","εκουσιοσ","adv",NA,"voluntary; willing, acting of free will"
"ἔκπαλαι","εκπαλαι","adv",NA,"for a long time"
"ἐκπειράζω","εκπειραζω","verb","ἐκπειράσω, ―, ―, ―, ―","tempt"
"ἐκπέμπω","εκπεμπω","verb","―, ἐκπεμφθήσομαι, ―, ―, ἐκπεμφθήσομαι","send out; bring out by calling, call; send forth, dispatch, πρέσβεις στρατιάς οἰκήτορας; send away; conduct across; send out, send abroad; export; send forth, give out; utter, pronounce"
"ἐκπερισσῶς","εκπερισσωσ","adv",NA,"more exceedingly"
"ἐκπετάννυμι","εκπεταννυμι","verb","―, ―, ―, ―, ―","spread out; wholly given up to"
"ἐκπηδάω","εκπηδαω","verb","―, ―, ―, ―, ―","leap out; make a sally; leap up, start; start out of place"
"ἐκπίπτω","εκπιπτω","verb","―, ―, ἐκπέπτωκα, ―, ―","fall out of; to be cast ashore; fall from; to be driven out; to be dislocated; go forth, sally out; come out; escape; issue; depart; digress; degenerate; to be hissed off the stage; lose; arise from; cease to be current; run to excess; to be produced; die"
"ἐκπλέω","εκπλεω","verb","―, ―, ―, ―, ―","sail out; go out of; sail out past; outsail"
"ἐκπληρόω","εκπληροω","verb","―, ―, ἐκπεπλήρωκα, ―, ―","fill up; make up; man completely; fulfil; pay off; make one's way over"
"ἐκπλήρωσις","εκπληρωσισ","noun","ἐκπληρώσεως","filling up; fulfilment"
"ἐκπλήσσω","εκπλησσω","verb","―, ἐκπλαγήσομαι, ―, ―, ἐκπλαγήσομαι","strike out of, drive away from, expel; drive out of one's senses by a sudden shock, amaze, astound; to be struck with desire; frighten"
"ἐκπνέω","εκπνεω","verb","―, ―, ―, ―, ―","breathe out; breathe one's last, expire; lose breath; cease blowing, become calm; blow out"
"ἐκπορεύω","εκπορευω","verb","ἐκπορεύσομαι, ―, ―, ―, ―","make to go out, fetch out"
"ἐκπορνεύω","εκπορνευω","verb","―, ―, ―, ―, ―","commit fornication; prostitute, τὴν θυγατέρα"
"ἐκπτύω","εκπτυω","verb","―, ―, ―, ―, ―","spit out; spit; spit at, abominate"
"ἐκριζόω","εκριζοω","verb","―, ἐκριζωθήσομαι, ―, ―, ἐκριζωθήσομαι","root out"
"ἔκστασις","εκστασισ","noun","ἐκστάσεως","displacement; standing aside; cessio bonorum; distraction; entrancement, astonishment; trance; drunken excitement"
"ἐκστρέφω","εκστρεφω","verb","―, ―, ―, ἐξέστραμμαι, ―","turn out of, βόθρου τ' ἐξέστρεψε [δένδρον]; turn inside out; perverse; transmute"
"ἐκταράσσω","εκταρασσω","verb","―, ―, ―, ―, ―","throw into confusion; to have a bowel-complaint"
"ἐκτείνω","εκτεινω","verb","ἐκτενῶ, ―, ―, ―, ―","stretch out; stretch, spread out; spin out, prolong; put to the full stretch; lengthen; draw along"
"ἐκτελέω","εκτελεω","verb","―, ―, ―, ―, ―","bring to an end, accomplish, achieve"
"ἐκτένεια","εκτενεια","noun","ἐκτενείας","zeal, assiduousness; abundance; extension"
"ἐκτενής","εκτενησ","adj","ἐκτενής, ἐκτενέστερον","strained; extended; abundant; earnestly, zealously, ἀγαπᾶσθαι; eagerly, freely, splendidly"
"ἐκτενής","εκτενησ","adv",NA,"strained; extended; abundant; earnestly, zealously, ἀγαπᾶσθαι; eagerly, freely, splendidly"
"ἐκτίθημι","εκτιθημι","verb","―, ἐκτεθήσομαι, ―, ―, ἐκτεθήσομαι","set out, place outside; set up, offer for a prize; fix; exhibit publicly, post up; expose for sale; set forth, expound; predicate separate existence; set forth, select; set out; isolate; pick out for separate treatment"
"ἐκτινάσσω","εκτινασσω","verb","―, ―, ―, ―, ―","shake out; shake off; search thoroughly; make a disturbance"
"ἕκτος","εκτοσ","adj","ἕκτη, ―","sixth"
"ἐκτός","εκτοσ","adv",NA,"without, outside; out of, far from; beyond; except; without the consent of; external things; out"
"ἐκτός","εκτοσ","prep",NA,"without, outside; out of, far from; beyond; except; without the consent of; external things; out"
"ἐκτρέπω","εκτρεπω","verb","―, ἐκτραπήσομαι, ―, ―, ἐκτραπήσομαι","turn out of the course, turn aside; turn; prevent; turn away; to be diverted; to be brought to birth"
"ἐκτρέφω","εκτρεφω","verb","―, ―, ―, ―, ―","bring up from childhood, rear up; nourish"
"ἔκτρωμα","εκτρωμα","noun","ἐκτρώματος","untimely birth"
"ἐκφέρω","εκφερω","verb","ἐξοίσω, ―, ―, ―, ―","carry out of; carry out; carry away; carry ashore; bring forth; bring to the birth; bring about, accomplish; publish, deliver; produce, exhibit; disclose; put forth, exert; begin; show the marks of, betray, reproduce; produce; pronounce; pay as indemnity; to be formed; exact; to be carried beyond bounds; bring to; shoot forth; come to fulfilment"
"ἐκφεύγω","εκφευγω","verb","ἐκφεύξω, ―, ἐκπέφευγα, ―, ―","flee out; to be acquitted; escape out of; escape; to have escaped, to be beyond; free from; emerge; pass over, omit; will not admit of"
"ἐκφοβέω","εκφοβεω","verb","―, ―, ―, ―, ―","alarm"
"ἔκφοβος","εκφοβοσ","adj","―, ―","affrighted"
"ἐκφύω","εκφυω","verb","―, ―, ―, ―, ―","generate; bear; produce; to be engendered, born from; grow"
"ἐκχέω","εκχεω","verb","ἐκχεῶ, ἐκχυθήσομαι, ―, ἐκκέχυμαι, ἐκχυθήσομαι","pour out; pour away; pour forth, utter; pour out like water, squander, waste; spread out; throw down; shed; pour out, stream out; to be cast away, forgotten; give oneself up to any emotion, to be overjoyed; lie languidly; extend"
"ἐκχωρέω","εκχωρεω","verb","―, ―, ―, ―, ―","depart; slip out of; give way, retire; motion; give up, cede"
"ἐκψύχω","εκψυχω","verb","―, ―, ―, ―, ―","lose consciousness, swoon; to be short of breath, gasp; to be thoroughly cooled, chilled"
"ἑκών","εκων","adj","ἑκοῦσα, ―","váśmi; wittingly, purposely; as far as depends on one's will, as far as concerns one"
"ἐλαία","ελαια","noun","ἐλαίας","olive-tree; olive; naevus on the skin"
"ἔλαιον","ελαιον","noun","ἐλαίου","olive-oil; any oily substance; oil-market"
"ἐλαιών","ελαιων","noun","ἐλαιῶνος","olive-yard; the Mount of Olives, Olivet"
"Ἐλαμίτης","ελαμιτησ","noun","Ἐλαμίτου","Elamite"
"ἐλάσσων","ελασσων","adj","―, ἔλαττον","smaller, less; worse than, inferior to; less account; fewer; shorter; meaner sort; less"
"ἐλαττονέω","ελαττονεω","verb","―, ―, ―, ―, ―","receive less; waste, be consumed; lack, want"
"ἐλαττόω","ελαττοω","verb","―, ―, ―, ἠλάττωμαι, ―","make less; lower, degrade; to be lessened, suffer loss, be depreciated; have the worst of it; to be at a disadvantage with; suffer loss in respect of"
"ἐλαύνω","ελαυνω","verb","―, ―, ἐλήλακα, ―, ―","drive, set in motion; go in a chariot, drive; to sail; under way; drive away, carry off; drive away, expel; drive; drove it; strike; beat out; draw a line of; prolong, keep up"
"ἐλαφρία","ελαφρια","noun","ἐλαφρίας","lightness; alleviation"
"ἐλαφρός","ελαφροσ","adj","―, ἐλαφρόν","light in weight; light to bear, easy; light of digestion; shallow; ease-giving; light in moving, nimble; light-minded, unsteady, fickle; gentle, mild; small; relieved"
"ἐλάχιστος","ελαχιστοσ","adj","ἐλαχίστη, ἐλάχιστόν","smallest, least; shortest; fewest; minima; at the least; less than the least"
"Ἐλεάζαρ","ελεαζαρ","noun","Ἐλεάζαρ","Eleazar"
"ἐλεάω","ελεαω","verb","ἐλεήσω, ἐλεηθήσομαι, ―, ἠλέημαι, ἐλεηθήσομαι","to have pity on, show mercy to; feel pity"
"ἐλεγμός","ελεγμοσ","noun","ἐλεγμοῦ","refuting, reproving; conviction"
"ἔλεγξις","ελεγξισ","noun","ἐλέγξεως","refuting, reproving; conviction"
"ἔλεγχος","ελεγχοσ","noun","―","reproach, disgrace, dishonour; argument of disproof; cross-examining, testing, scrutiny; catalogue, inventory; drop-pearl"
"ἐλέγχω","ελεγχω","verb","ἐλέγξω, ἐλεγχθήσομαι, ―, ―, ἐλεγχθήσομαι","disgrace, put to shame; cross-examine, question; test, bring to the proof; prove; refute, confute; put right, correct, prove by a reductio ad impossibile; get the better of; expose; decide"
